id_credit,id_client,montant_fcfa,statut_credit,proba_defaut,score_credit_ia,risque_ia
CRD-0009584,CLI-003641,14013112,En cours,0.20227118,678,Faible
CRD-0009585,CLI-007642,18520922,En cours,0.00023517215,849,Faible
CRD-0009586,CLI-041090,7266427,En cours,0.16104725,713,Faible
CRD-0009587,CLI-006404,9176206,En cours,0.00014148203,849,Faible
CRD-0009588,CLI-034646,15338654,En cours,0.0011707157,849,Faible
CRD-0009589,CLI-013778,7840310,En cours,0.00023832232,849,Faible
CRD-0009590,CLI-027497,610500,En cours,0.0003886783,849,Faible
CRD-0009591,CLI-028107,610500,En cours,0.00037529867,849,Faible
CRD-0009592,CLI-029170,11084018,En cours,0.00027157998,849,Faible
CRD-0009593,CLI-042045,6081282,En cours,0.0007147814,849,Faible
CRD-0009594,CLI-022143,610500,En cours,0.008968676,842,Faible
CRD-0009595,CLI-007977,4284068,En cours,0.0004914798,849,Faible
CRD-0009596,CLI-013731,6782777,En cours,0.00072106445,849,Faible
CRD-0009597,CLI-028765,6199102,En cours,0.00066624465,849,Faible
CRD-0009598,CLI-035593,16056211,En cours,0.0008040028,849,Faible
CRD-0009599,CLI-011679,13175951,En cours,0.0003577269,849,Faible
CRD-0009600,CLI-020428,8271317,En cours,0.00043842927,849,Faible
CRD-0009601,CLI-034042,1379248,En cours,0.0004961686,849,Faible
CRD-0009602,CLI-000118,13468613,En cours,0.0645966,795,Faible
CRD-0009603,CLI-033856,18129658,En cours,0.0008594725,849,Faible
CRD-0009604,CLI-018563,19729651,En cours,0.00029008422,849,Faible
CRD-0009605,CLI-040205,7489980,En cours,0.00024728544,849,Faible
CRD-0009606,CLI-036957,12772087,En cours,0.0003680868,849,Faible
CRD-0009607,CLI-030849,5216900,En cours,0.30008635,594,Moyen
CRD-0009608,CLI-029932,4121052,En cours,0.00034908316,849,Faible
CRD-0009609,CLI-017792,13570768,En cours,0.00025508716,849,Faible
CRD-0009610,CLI-042534,1518088,En cours,0.00042148164,849,Faible
CRD-0009611,CLI-031300,6198840,En cours,0.00059240725,849,Faible
CRD-0009612,CLI-011298,16166412,En cours,0.00055068324,849,Faible
CRD-0009613,CLI-023826,6099231,En cours,0.1327671,737,Faible
CRD-0009614,CLI-039324,2850528,En cours,0.0007305358,849,Faible
CRD-0009615,CLI-003311,21328593,En cours,0.55562323,377,Élevé
CRD-0009616,CLI-023892,12602570,En cours,0.00017569112,849,Faible
CRD-0009617,CLI-022894,610500,En cours,0.00019149172,849,Faible
CRD-0009618,CLI-011708,11206082,En cours,0.00028748874,849,Faible
CRD-0009619,CLI-013141,8420785,En cours,0.00049795717,849,Faible
CRD-0009620,CLI-007037,14109644,En cours,0.00070196466,849,Faible
CRD-0009621,CLI-012804,12225330,En cours,0.00026639458,849,Faible
CRD-0009622,CLI-008091,8888184,En cours,0.0004557625,849,Faible
CRD-0009623,CLI-009613,10772224,En cours,0.14203757,729,Faible
CRD-0009624,CLI-030194,11099623,En cours,0.15323608,719,Faible
CRD-0009625,CLI-004276,11602821,En cours,0.19432186,684,Faible
CRD-0009626,CLI-034073,6862466,En cours,0.17904264,697,Faible
CRD-0009627,CLI-044123,610500,En cours,0.00016285827,849,Faible
CRD-0009628,CLI-013553,7805157,En cours,0.00022405184,849,Faible
CRD-0009629,CLI-014982,6370494,En cours,0.00050522946,849,Faible
CRD-0009630,CLI-010708,8789448,En cours,0.00025210762,849,Faible
CRD-0009631,CLI-030361,15892554,En cours,0.0008650993,849,Faible
CRD-0009632,CLI-020911,18041997,En cours,0.32032087,577,Moyen
CRD-0009633,CLI-021405,13544999,En cours,0.00021333253,849,Faible
CRD-0009634,CLI-000653,14117086,En cours,0.0004995174,849,Faible
CRD-0009635,CLI-005887,8594851,En cours,0.12303546,745,Faible
CRD-0009636,CLI-032881,6800256,En cours,0.0004902981,849,Faible
CRD-0009637,CLI-040089,13650182,En cours,0.0004779746,849,Faible
CRD-0009638,CLI-003060,15096188,En cours,0.44448593,472,Moyen
CRD-0009639,CLI-028763,15014741,En cours,0.14650787,725,Faible
CRD-0009640,CLI-013837,8290981,En cours,0.00054878904,849,Faible
CRD-0009641,CLI-013294,9666370,En cours,0.24283034,643,Faible
CRD-0009642,CLI-015540,20988489,En cours,0.0013913971,848,Faible
CRD-0009643,CLI-032829,610500,En cours,0.012290989,839,Faible
CRD-0009644,CLI-000424,15143959,En cours,0.21626891,666,Faible
CRD-0009645,CLI-012487,7079059,En cours,0.00081738277,849,Faible
CRD-0009646,CLI-027673,7080536,En cours,0.0010477878,849,Faible
CRD-0009647,CLI-040549,7414620,En cours,0.00053752353,849,Faible
CRD-0009648,CLI-002532,610500,En cours,0.00014839761,849,Faible
CRD-0009649,CLI-025534,7876305,En cours,0.09944917,765,Faible
CRD-0009650,CLI-017572,16967987,En cours,0.00047068935,849,Faible
CRD-0009651,CLI-023527,7363729,En cours,0.00027744682,849,Faible
CRD-0009652,CLI-032297,8204278,En cours,0.00057062454,849,Faible
CRD-0009653,CLI-033475,3722853,En cours,0.44993615,467,Moyen
CRD-0009654,CLI-034517,9290400,En cours,0.20739798,673,Faible
CRD-0009655,CLI-017717,610500,En cours,0.00023105595,849,Faible
CRD-0009656,CLI-041441,4315020,En cours,0.17822766,698,Faible
CRD-0009657,CLI-039321,11519988,En cours,0.00040925058,849,Faible
CRD-0009658,CLI-036733,1058009,En cours,0.000540635,849,Faible
CRD-0009659,CLI-012988,1600090,En cours,0.12379438,744,Faible
CRD-0009660,CLI-001377,6307478,En cours,0.0003041313,849,Faible
CRD-0009661,CLI-015780,12195470,En cours,0.00080452894,849,Faible
CRD-0009662,CLI-004770,15331218,En cours,0.0004339956,849,Faible
CRD-0009663,CLI-006553,9164820,En cours,0.23960896,646,Faible
CRD-0009664,CLI-003820,7242502,En cours,0.18736912,690,Faible
CRD-0009665,CLI-025213,11631783,En cours,0.00040118225,849,Faible
CRD-0009666,CLI-010245,7794369,En cours,0.13424346,735,Faible
CRD-0009667,CLI-006545,13643741,En cours,0.0003259634,849,Faible
CRD-0009668,CLI-014634,18224493,En cours,0.20962645,671,Faible
CRD-0009669,CLI-043113,8194613,En cours,0.14397438,727,Faible
CRD-0009670,CLI-038789,2201732,En cours,0.00022516545,849,Faible
CRD-0009671,CLI-039825,8802134,En cours,0.12549354,743,Faible
CRD-0009672,CLI-022416,21456413,En cours,0.0008665315,849,Faible
CRD-0009673,CLI-010150,11091765,En cours,0.0005654586,849,Faible
CRD-0009674,CLI-044623,3161950,En cours,0.08044921,781,Faible
CRD-0009675,CLI-012579,9376651,En cours,0.00039585397,849,Faible
CRD-0009676,CLI-001241,8712604,En cours,0.14191987,729,Faible
CRD-0009677,CLI-041958,4083830,En cours,0.00032099616,849,Faible
CRD-0009678,CLI-027836,16857975,En cours,0.0010053895,849,Faible
CRD-0009679,CLI-020012,12929462,En cours,0.00059072004,849,Faible
CRD-0009680,CLI-044146,16236760,En cours,0.0007427591,849,Faible
CRD-0009681,CLI-037717,610500,En cours,0.00021340842,849,Faible
CRD-0009682,CLI-010356,10867138,En cours,0.40580934,505,Moyen
CRD-0009683,CLI-003730,9635070,En cours,0.13203634,737,Faible
CRD-0009684,CLI-022996,3156267,En cours,0.00041988757,849,Faible
CRD-0009685,CLI-038328,11830135,En cours,0.00030030386,849,Faible
CRD-0009686,CLI-017645,3266865,En cours,0.0005174761,849,Faible
CRD-0009687,CLI-008349,610500,En cours,0.0005885075,849,Faible
CRD-0009688,CLI-025967,13591867,En cours,0.00038105503,849,Faible
CRD-0009689,CLI-000884,8211365,En cours,0.0004911111,849,Faible
CRD-0009690,CLI-027542,610500,En cours,0.044704895,812,Faible
CRD-0009691,CLI-014103,17928163,En cours,0.0007376753,849,Faible
CRD-0009692,CLI-033295,9525131,En cours,0.0005290991,849,Faible
CRD-0009693,CLI-043331,4248634,En cours,0.00045833498,849,Faible
CRD-0009694,CLI-029865,610500,En cours,0.00640343,844,Faible
CRD-0009695,CLI-044068,2417226,En cours,0.050854012,806,Faible
CRD-0009696,CLI-030601,610500,En cours,0.00024967897,849,Faible
CRD-0009697,CLI-041591,19614925,En cours,0.0011398048,849,Faible
CRD-0009698,CLI-008836,21366419,En cours,0.0008031337,849,Faible
CRD-0009699,CLI-004416,16644202,En cours,0.20854735,672,Faible
CRD-0009700,CLI-042909,610500,En cours,0.0005338246,849,Faible
CRD-0009701,CLI-008727,12459591,En cours,0.0003150471,849,Faible
CRD-0009702,CLI-019443,23403633,En cours,0.0009101051,849,Faible
CRD-0009703,CLI-003684,4257181,En cours,0.100493826,764,Faible
CRD-0009704,CLI-043468,8604399,En cours,0.0004464062,849,Faible
CRD-0009705,CLI-042291,20118734,En cours,0.00042138,849,Faible
CRD-0009706,CLI-014584,11284195,En cours,0.00021206624,849,Faible
CRD-0009707,CLI-007143,13235927,En cours,0.28824416,604,Faible
CRD-0009708,CLI-029637,4978701,En cours,0.16383834,710,Faible
CRD-0009709,CLI-007310,610500,En cours,0.007629809,843,Faible
CRD-0009710,CLI-031529,12098181,En cours,0.0003712619,849,Faible
CRD-0009711,CLI-001267,6135146,En cours,0.00056070066,849,Faible
CRD-0009712,CLI-042611,5156375,En cours,0.0005846279,849,Faible
CRD-0009713,CLI-008549,4296723,En cours,0.11237581,754,Faible
CRD-0009714,CLI-025460,14205273,En cours,0.37527695,531,Moyen
CRD-0009715,CLI-020514,12080104,En cours,0.0012239406,848,Faible
CRD-0009716,CLI-009988,20845223,En cours,0.0012288532,848,Faible
CRD-0009717,CLI-018801,16220545,En cours,0.00019621465,849,Faible
CRD-0009718,CLI-003236,10095881,En cours,0.17120819,704,Faible
CRD-0009719,CLI-009075,9794844,En cours,0.00018946687,849,Faible
CRD-0009720,CLI-021315,15628318,En cours,0.0010440174,849,Faible
CRD-0009721,CLI-043971,10072255,En cours,0.0002453449,849,Faible
CRD-0009722,CLI-037947,16749415,En cours,0.00047045544,849,Faible
CRD-0009723,CLI-000629,10258885,En cours,0.00020404044,849,Faible
CRD-0009724,CLI-033472,13244724,En cours,0.0008331044,849,Faible
CRD-0009725,CLI-014865,18353755,En cours,0.41990405,493,Moyen
CRD-0009726,CLI-008030,610500,En cours,0.00033957118,849,Faible
CRD-0009727,CLI-030758,17761484,En cours,0.0005188128,849,Faible
CRD-0009728,CLI-033330,18157515,En cours,0.11439234,752,Faible
CRD-0009729,CLI-038173,7773442,En cours,0.00026756292,849,Faible
CRD-0009730,CLI-027277,9903824,En cours,0.21084975,670,Faible
CRD-0009731,CLI-023794,7316812,En cours,0.15676327,716,Faible
CRD-0009732,CLI-039028,5789426,En cours,0.00034002928,849,Faible
CRD-0009733,CLI-012892,16975551,En cours,0.0005980637,849,Faible
CRD-0009734,CLI-017844,644065,En cours,0.00019230304,849,Faible
CRD-0009735,CLI-035662,10131626,En cours,0.00047871395,849,Faible
CRD-0009736,CLI-034008,1367068,En cours,0.00052997353,849,Faible
CRD-0009737,CLI-000060,6068590,En cours,0.0004992637,849,Faible
CRD-0009738,CLI-022644,2431786,En cours,0.39171824,517,Moyen
CRD-0009739,CLI-008966,9834245,En cours,0.00028667718,849,Faible
CRD-0009740,CLI-032529,12511672,En cours,0.09330584,770,Faible
CRD-0009741,CLI-014076,16481143,En cours,0.00044896113,849,Faible
CRD-0009742,CLI-007510,9184789,En cours,0.0004607831,849,Faible
CRD-0009743,CLI-015761,21233196,En cours,0.00066717045,849,Faible
CRD-0009744,CLI-032007,6572655,En cours,0.00065413653,849,Faible
CRD-0009745,CLI-011107,13974815,En cours,0.00014083783,849,Faible
CRD-0009746,CLI-043242,17699976,En cours,0.37566862,530,Moyen
CRD-0009747,CLI-040370,7177075,En cours,0.5498254,382,Élevé
CRD-0009748,CLI-027202,12817771,En cours,0.00028901454,849,Faible
CRD-0009749,CLI-035137,610500,En cours,0.00037652373,849,Faible
CRD-0009750,CLI-004021,16185735,En cours,0.00055358483,849,Faible
CRD-0009751,CLI-002471,4233274,En cours,0.0005105496,849,Faible
CRD-0009752,CLI-029183,18741117,En cours,0.0008084664,849,Faible
CRD-0009753,CLI-028705,9011572,En cours,0.2981994,596,Faible
CRD-0009754,CLI-034403,15148056,En cours,0.20707078,673,Faible
CRD-0009755,CLI-019838,5594707,En cours,0.0007563381,849,Faible
CRD-0009756,CLI-044314,28575490,En cours,0.0021290944,848,Faible
CRD-0009757,CLI-014906,10379245,En cours,0.0008516309,849,Faible
CRD-0009758,CLI-027995,23562144,En cours,0.001115572,849,Faible
CRD-0009759,CLI-030071,9245937,En cours,0.0005423889,849,Faible
CRD-0009760,CLI-010955,7182343,En cours,0.06704304,793,Faible
CRD-0009761,CLI-021950,13375548,En cours,0.000566095,849,Faible
CRD-0009762,CLI-023454,16689605,En cours,0.00063012243,849,Faible
CRD-0009763,CLI-039214,14849448,En cours,0.00018033622,849,Faible
CRD-0009764,CLI-014185,12653070,En cours,0.00048919476,849,Faible
CRD-0009765,CLI-024662,9526389,En cours,0.00059826236,849,Faible
CRD-0009766,CLI-008595,14481426,En cours,0.091730185,772,Faible
CRD-0009767,CLI-016712,11778822,En cours,0.2468954,640,Faible
CRD-0009768,CLI-014491,8369460,En cours,0.00047780375,849,Faible
CRD-0009769,CLI-038240,8268838,En cours,0.0005604209,849,Faible
CRD-0009770,CLI-037541,18041411,En cours,0.0003706775,849,Faible
CRD-0009771,CLI-008681,1196592,En cours,0.05272823,805,Faible
CRD-0009772,CLI-024140,14592434,En cours,0.00030772487,849,Faible
CRD-0009773,CLI-028716,13935877,En cours,0.1876714,690,Faible
CRD-0009774,CLI-035533,22866265,En cours,0.0023547525,847,Faible
CRD-0009775,CLI-035687,610500,En cours,0.000519445,849,Faible
CRD-0009776,CLI-003931,610500,En cours,0.00060497544,849,Faible
CRD-0009777,CLI-032264,3775100,En cours,0.000422018,849,Faible
CRD-0009778,CLI-023170,5318175,En cours,0.00025666898,849,Faible
CRD-0009779,CLI-006914,14972769,En cours,0.39987752,510,Moyen
CRD-0009780,CLI-022349,1068259,En cours,0.00030456335,849,Faible
CRD-0009781,CLI-044125,7419437,En cours,0.00038133864,849,Faible
CRD-0009782,CLI-018352,4973402,En cours,0.25033614,637,Faible
CRD-0009783,CLI-029052,7405670,En cours,0.0006081371,849,Faible
CRD-0009784,CLI-015593,17703749,En cours,0.0008784361,849,Faible
CRD-0009785,CLI-027750,12671471,En cours,0.34463853,557,Moyen
CRD-0009786,CLI-013288,5426393,En cours,0.00033220593,849,Faible
CRD-0009787,CLI-019915,727624,En cours,0.0030987805,847,Faible
CRD-0009788,CLI-032587,12443138,En cours,0.1796831,697,Faible
CRD-0009789,CLI-007108,5173640,En cours,0.00024369873,849,Faible
CRD-0009790,CLI-026904,7524486,En cours,0.0005110102,849,Faible
CRD-0009791,CLI-043801,7662263,En cours,0.16226472,712,Faible
CRD-0009792,CLI-044629,15942945,En cours,0.00058938237,849,Faible
CRD-0009793,CLI-041575,7034242,En cours,0.5379492,392,Élevé
CRD-0009794,CLI-035791,6654621,En cours,0.0012108537,848,Faible
CRD-0009795,CLI-006629,3589007,En cours,0.1872087,690,Faible
CRD-0009796,CLI-033595,4529678,En cours,0.0846034,778,Faible
CRD-0009797,CLI-008941,14754625,En cours,0.00029139034,849,Faible
CRD-0009798,CLI-032655,9203178,En cours,0.09980423,765,Faible
CRD-0009799,CLI-010904,7966866,En cours,0.00053647347,849,Faible
CRD-0009800,CLI-004719,1073424,En cours,0.031105408,823,Faible
CRD-0009801,CLI-011597,2844326,En cours,0.00034567263,849,Faible
CRD-0009802,CLI-044252,12430415,En cours,0.0005142079,849,Faible
CRD-0009803,CLI-042969,7835090,En cours,0.0002912523,849,Faible
CRD-0009804,CLI-023861,7829833,En cours,0.0005613926,849,Faible
CRD-0009805,CLI-010840,11335080,En cours,0.00092252594,849,Faible
CRD-0009806,CLI-043403,13094730,En cours,0.00021823228,849,Faible
CRD-0009807,CLI-010779,13394394,En cours,0.0003391532,849,Faible
CRD-0009808,CLI-037654,7435304,En cours,0.0007158267,849,Faible
CRD-0009809,CLI-043730,8435651,En cours,0.122843124,745,Faible
CRD-0009810,CLI-018513,12375848,En cours,0.097050734,767,Faible
CRD-0009811,CLI-038688,610500,En cours,0.00017069577,849,Faible
CRD-0009812,CLI-003359,10162438,En cours,0.15131818,721,Faible
CRD-0009813,CLI-002216,13504278,En cours,0.3227715,575,Moyen
CRD-0009814,CLI-022982,4928170,En cours,0.00037094686,849,Faible
CRD-0009815,CLI-001292,1369364,En cours,0.00038014972,849,Faible
CRD-0009816,CLI-005016,17879036,En cours,0.0007011466,849,Faible
CRD-0009817,CLI-037902,4332120,En cours,0.12219139,746,Faible
CRD-0009818,CLI-040269,8901731,En cours,0.0005789246,849,Faible
CRD-0009819,CLI-021388,11056295,En cours,0.00034459092,849,Faible
CRD-0009820,CLI-005275,3603635,En cours,0.00034618794,849,Faible
CRD-0009821,CLI-012864,610500,En cours,0.00029086243,849,Faible
CRD-0009822,CLI-003193,10874342,En cours,0.00042609716,849,Faible
CRD-0009823,CLI-006612,661727,En cours,0.00031029677,849,Faible
CRD-0009824,CLI-015942,13275536,En cours,0.00020456893,849,Faible
CRD-0009825,CLI-032016,8244802,En cours,0.0005986887,849,Faible
CRD-0009826,CLI-001118,22267810,En cours,0.6979181,300,Élevé
CRD-0009827,CLI-014170,10029807,En cours,0.0005567441,849,Faible
CRD-0009828,CLI-026710,4795478,En cours,0.000713371,849,Faible
CRD-0009829,CLI-041722,13978899,En cours,0.0007246542,849,Faible
CRD-0009830,CLI-009970,15722432,En cours,0.00026681827,849,Faible
CRD-0009831,CLI-025609,946953,En cours,0.02122365,831,Faible
CRD-0009832,CLI-010719,11794817,En cours,0.0009006878,849,Faible
CRD-0009833,CLI-008001,11261637,En cours,0.053878356,804,Faible
CRD-0009834,CLI-023448,15065748,En cours,0.0007383251,849,Faible
CRD-0009835,CLI-028637,2898471,En cours,0.0004409922,849,Faible
CRD-0009836,CLI-010964,13558772,En cours,0.00055306585,849,Faible
CRD-0009837,CLI-015641,11677443,En cours,0.000628873,849,Faible
CRD-0009838,CLI-031801,7682764,En cours,0.0006658644,849,Faible
CRD-0009839,CLI-035471,25474163,En cours,0.74640954,300,Critique
CRD-0009840,CLI-010386,1906726,En cours,0.00041924682,849,Faible
CRD-0009841,CLI-034770,7677282,En cours,0.00046377582,849,Faible
CRD-0009842,CLI-015227,3692499,En cours,0.000941029,849,Faible
CRD-0009843,CLI-021248,11223243,En cours,0.37517747,531,Moyen
CRD-0009844,CLI-038401,19575127,En cours,0.000999198,849,Faible
CRD-0009845,CLI-012378,17902790,En cours,0.0006423784,849,Faible
CRD-0009846,CLI-021374,610500,En cours,0.005838878,845,Faible
CRD-0009847,CLI-013458,18798632,En cours,0.0013832373,848,Faible
CRD-0009848,CLI-033623,6105830,En cours,0.0006182398,849,Faible
CRD-0009849,CLI-001323,4888750,En cours,0.0007673005,849,Faible
CRD-0009850,CLI-007444,10069447,En cours,0.00033235512,849,Faible
CRD-0009851,CLI-035933,7413460,En cours,0.47102883,449,Moyen
CRD-0009852,CLI-037527,7097588,En cours,0.0009484902,849,Faible
CRD-0009853,CLI-007948,4674757,En cours,0.08515022,777,Faible
CRD-0009854,CLI-014179,11116900,En cours,0.00055097044,849,Faible
CRD-0009855,CLI-003581,16592285,En cours,0.00029926692,849,Faible
CRD-0009856,CLI-038161,10047920,En cours,0.0009762695,849,Faible
CRD-0009857,CLI-028251,8551621,En cours,0.5220728,406,Élevé
CRD-0009858,CLI-044835,12935506,En cours,0.0007012141,849,Faible
CRD-0009859,CLI-001493,16896680,En cours,0.0006178257,849,Faible
CRD-0009860,CLI-012628,9937878,En cours,0.0005885437,849,Faible
CRD-0009861,CLI-010788,8180615,En cours,0.0003745445,849,Faible
CRD-0009862,CLI-019124,13022344,En cours,0.00027705586,849,Faible
CRD-0009863,CLI-013003,4964806,En cours,0.21322781,668,Faible
CRD-0009864,CLI-031803,610500,En cours,0.009668815,841,Faible
CRD-0009865,CLI-031757,12890848,En cours,0.0016750523,848,Faible
CRD-0009866,CLI-019608,6601971,En cours,0.00058777264,849,Faible
CRD-0009867,CLI-012532,5929066,En cours,0.0005159685,849,Faible
CRD-0009868,CLI-016926,610500,En cours,0.00036030295,849,Faible
CRD-0009869,CLI-031402,4594025,En cours,0.325144,573,Moyen
CRD-0009870,CLI-037369,7001531,En cours,0.00074533396,849,Faible
CRD-0009871,CLI-016314,17950934,En cours,0.19689627,682,Faible
CRD-0009872,CLI-033234,19861653,En cours,0.35257143,550,Moyen
CRD-0009873,CLI-043235,8050578,En cours,0.11567963,751,Faible
CRD-0009874,CLI-019185,12504224,En cours,0.5435905,387,Élevé
CRD-0009875,CLI-005148,2151964,En cours,0.00020507084,849,Faible
CRD-0009876,CLI-011140,9919599,En cours,0.00039804782,849,Faible
CRD-0009877,CLI-035966,6650006,En cours,0.13950612,731,Faible
CRD-0009878,CLI-035394,610500,En cours,0.02062744,832,Faible
CRD-0009879,CLI-013495,16066150,En cours,0.0003616352,849,Faible
CRD-0009880,CLI-008533,10372212,En cours,0.0004103076,849,Faible
CRD-0009881,CLI-038652,13389657,En cours,0.00062049716,849,Faible
CRD-0009882,CLI-011603,6771678,En cours,0.0016324851,848,Faible
CRD-0009883,CLI-027031,610500,En cours,0.00028240753,849,Faible
CRD-0009884,CLI-004557,610500,En cours,0.00044888607,849,Faible
CRD-0009885,CLI-036174,14733673,En cours,0.44010517,475,Moyen
CRD-0009886,CLI-009812,7661793,En cours,0.00036150284,849,Faible
CRD-0009887,CLI-030820,12879169,En cours,0.045485545,811,Faible
CRD-0009888,CLI-016204,6564542,En cours,0.000372632,849,Faible
CRD-0009889,CLI-010677,9726761,En cours,0.00025127063,849,Faible
CRD-0009890,CLI-044605,9160943,En cours,0.00030749204,849,Faible
CRD-0009891,CLI-033720,3524185,En cours,0.00045695514,849,Faible
CRD-0009892,CLI-011090,10747535,En cours,0.11323162,753,Faible
CRD-0009893,CLI-043137,18579108,En cours,0.0004936544,849,Faible
CRD-0009894,CLI-007115,6152100,En cours,0.00032551622,849,Faible
CRD-0009895,CLI-029533,610500,En cours,0.0001428166,849,Faible
CRD-0009896,CLI-029907,13552428,En cours,0.00020935445,849,Faible
CRD-0009897,CLI-002880,787258,En cours,0.00023187671,849,Faible
CRD-0009898,CLI-022304,3147475,En cours,0.00063261605,849,Faible
CRD-0009899,CLI-005428,7486030,En cours,0.00039393446,849,Faible
CRD-0009900,CLI-042863,13010970,En cours,0.0005823783,849,Faible
CRD-0009901,CLI-012633,12117772,En cours,0.00027204902,849,Faible
CRD-0009902,CLI-041629,7199889,En cours,0.36330667,541,Moyen
CRD-0009903,CLI-000842,1110457,En cours,0.37815937,528,Moyen
CRD-0009904,CLI-024033,25534834,En cours,0.0022384971,848,Faible
CRD-0009905,CLI-013177,10277877,En cours,0.00040320007,849,Faible
CRD-0009906,CLI-020324,14163801,En cours,0.000769788,849,Faible
CRD-0009907,CLI-025772,12112137,En cours,0.00030642707,849,Faible
CRD-0009908,CLI-025720,18340702,En cours,0.00042958237,849,Faible
CRD-0009909,CLI-032248,2677354,En cours,0.00033821602,849,Faible
CRD-0009910,CLI-008561,11385569,En cours,0.00019337868,849,Faible
CRD-0009911,CLI-042063,7202807,En cours,0.370416,535,Moyen
CRD-0009912,CLI-004674,2536792,En cours,0.0004878464,849,Faible
CRD-0009913,CLI-032390,17110252,En cours,0.0009289197,849,Faible
CRD-0009914,CLI-040149,3396749,En cours,0.33963093,561,Moyen
CRD-0009915,CLI-018109,12105458,En cours,0.00030660155,849,Faible
CRD-0009916,CLI-038547,19451696,En cours,0.0011476082,849,Faible
CRD-0009917,CLI-008756,19320506,En cours,0.0009509986,849,Faible
CRD-0009918,CLI-012439,3524996,En cours,0.00073809613,849,Faible
CRD-0009919,CLI-026938,15105650,En cours,0.00081453816,849,Faible
CRD-0009920,CLI-035800,12762649,En cours,0.0003784032,849,Faible
CRD-0009921,CLI-031329,1954687,En cours,0.00032797587,849,Faible
CRD-0009922,CLI-040181,610500,En cours,0.00032292964,849,Faible
CRD-0009923,CLI-006932,9195962,En cours,0.0004403241,849,Faible
CRD-0009924,CLI-013843,16539007,En cours,0.20355392,676,Faible
CRD-0009925,CLI-044840,26922507,En cours,0.0018558449,848,Faible
CRD-0009926,CLI-019091,5459201,En cours,0.00090398453,849,Faible
CRD-0009927,CLI-016294,10269214,En cours,0.000468659,849,Faible
CRD-0009928,CLI-013241,2810595,En cours,0.00057243963,849,Faible
CRD-0009929,CLI-016711,18846123,En cours,0.500791,424,Élevé
CRD-0009930,CLI-042520,11120441,En cours,0.0003853286,849,Faible
CRD-0009931,CLI-033884,11842766,En cours,0.00024966942,849,Faible
CRD-0009932,CLI-020497,9949178,En cours,0.065068536,794,Faible
CRD-0009933,CLI-012610,4056937,En cours,0.00019860851,849,Faible
CRD-0009934,CLI-023917,14719063,En cours,0.013009367,838,Faible
CRD-0009935,CLI-003375,15435870,En cours,0.5743245,361,Élevé
CRD-0009936,CLI-011984,16981766,En cours,0.16153277,712,Faible
CRD-0009937,CLI-031261,15624563,En cours,0.0006428595,849,Faible
CRD-0009938,CLI-026574,3340326,En cours,0.06611205,793,Faible
CRD-0009939,CLI-001757,7964156,En cours,0.00028497403,849,Faible
CRD-0009940,CLI-003730,11795934,En cours,0.0003761336,849,Faible
CRD-0009941,CLI-019210,5319622,En cours,0.00049961766,849,Faible
CRD-0009942,CLI-043552,2180175,En cours,0.0002755275,849,Faible
CRD-0009943,CLI-020578,7443069,En cours,0.00090966246,849,Faible
CRD-0009944,CLI-031498,10091486,En cours,0.14404076,727,Faible
CRD-0009945,CLI-008050,29566845,En cours,0.0035463907,846,Faible
CRD-0009946,CLI-027635,17068707,En cours,0.00021860984,849,Faible
CRD-0009947,CLI-015483,4787199,En cours,0.07575749,785,Faible
CRD-0009948,CLI-010446,4701766,En cours,0.00064786366,849,Faible
CRD-0009949,CLI-041460,2633184,En cours,0.00043461515,849,Faible
CRD-0009950,CLI-022349,13765432,En cours,0.4780277,443,Moyen
CRD-0009951,CLI-040281,6827179,En cours,0.00031744674,849,Faible
CRD-0009952,CLI-039158,8335010,En cours,0.00040760517,849,Faible
CRD-0009953,CLI-022658,6235317,En cours,0.0005964118,849,Faible
CRD-0009954,CLI-026873,23165441,En cours,0.69422233,300,Élevé
CRD-0009955,CLI-041415,17110783,En cours,0.0003640552,849,Faible
CRD-0009956,CLI-027026,3080021,En cours,0.0003059822,849,Faible
CRD-0009957,CLI-025872,2187171,En cours,0.00026450455,849,Faible
CRD-0009958,CLI-001463,16534043,En cours,0.3822247,525,Moyen
CRD-0009959,CLI-029223,3339435,En cours,0.00054620695,849,Faible
CRD-0009960,CLI-006367,17184030,En cours,0.0008548277,849,Faible
CRD-0009961,CLI-044313,13600328,En cours,0.0002958423,849,Faible
CRD-0009962,CLI-002243,3539026,En cours,0.0004645384,849,Faible
CRD-0009963,CLI-030314,13149614,En cours,0.54094803,390,Élevé
CRD-0009964,CLI-031124,11646258,En cours,0.00024041448,849,Faible
CRD-0009965,CLI-019982,610500,En cours,0.00042068085,849,Faible
CRD-0009966,CLI-001988,9191560,En cours,0.16078134,713,Faible
CRD-0009967,CLI-021327,6988168,En cours,0.0013346099,848,Faible
CRD-0009968,CLI-002908,11403945,En cours,0.00022804504,849,Faible
CRD-0009969,CLI-017600,8145737,En cours,0.00023176329,849,Faible
CRD-0009970,CLI-002923,11452724,En cours,0.0007059062,849,Faible
CRD-0009971,CLI-025129,5385459,En cours,0.29128978,602,Faible
CRD-0009972,CLI-019263,8434924,En cours,0.0004842267,849,Faible
CRD-0009973,CLI-006700,1097691,En cours,0.00023421175,849,Faible
CRD-0009974,CLI-010133,6703107,En cours,0.0005865216,849,Faible
